"","ASV","unique_ID","Domain","Phylum","Class","Order","Family","Genus","Species","Class_bold","Order_bold","Family_bold","Genus_bold","Species_bold","ID_bold","ID_level_bold","ID_level"
"1","ASV_223","Eukaryota","d__Eukaryota","","","","","","","","","","","","","","Domain"
"2","ASV_952","Eukaryota","d__Eukaryota","","","","","","","","","","","","","","Domain"
"3","ASV_1225","Eukaryota","d__Eukaryota","","","","","","","","","","","","","","Domain"
"4","ASV_1499","Eukaryota","d__Eukaryota","","","","","","","","","","","","","","Domain"
"5","ASV_1505","Eukaryota","d__Eukaryota","","","","","","","","","","","","","","Domain"
"6","ASV_1307","Oncorhynchus nerka","d__Eukaryota","p__Chordata","c__Actinopteri","o__Salmoniformes","f__Salmonidae","g__Oncorhynchus","s__Oncorhynchus nerka","","","","","","","","Species"
"7","ASV_352","Mus musculus","d__Eukaryota","p__Chordata","c__Mammalia","o__Rodentia","f__Muridae","g__Mus","s__Mus musculus","","","","","","","","Species"
"8","ASV_537","Mus musculus","d__Eukaryota","p__Chordata","c__Mammalia","o__Rodentia","f__Muridae","g__Mus","s__Mus musculus","","","","","","","","Species"
"9","ASV_572","Mus musculus","d__Eukaryota","p__Chordata","c__Mammalia","o__Rodentia","f__Muridae","g__Mus","s__Mus musculus","","","","","","","","Species"
"10","ASV_1165","Hominidae","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","","","","","","","","","","Family"
"11","ASV_1257","Hominidae","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","","","","","","","","","","Family"
"12","ASV_1679","Hominidae","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","","","","","","","","","","Family"
"13","ASV_166","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"14","ASV_336","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"15","ASV_356","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"16","ASV_506","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"17","ASV_514","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"18","ASV_517","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"19","ASV_533","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"20","ASV_611","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"21","ASV_728","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"22","ASV_755","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"23","ASV_885","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"24","ASV_996","Homo sapiens","d__Eukaryota","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","s__Homo sapiens","","","","","","","","Species"
"25","ASV_310","Eukaryota","d__Eukaryota","","","","","","","","","","","","","","Domain"
"26","ASV_801","Eukaryota","d__Eukaryota","","","","","","","","","","","","","","Domain"
"27","ASV_849","Eukaryota","d__Eukaryota","","","","","","","","","","","","","","Domain"
"28","ASV_1210","Eukaryota","d__Eukaryota","","","","","","","","","","","","","","Domain"
"29","ASV_1447","Eukaryota","d__Eukaryota","","","","","","","","","","","","","","Domain"
"30","ASV_1251","Chromadorea","d__Eukaryota","p__Nematoda","c__Chromadorea","","","","","","","","","","","","Class"
"31","ASV_1072","Enterobius vermicularis","d__Eukaryota","p__Nematoda","c__Chromadorea","o__Rhabditida","f__Oxyuridae","g__Enterobius","s__Enterobius vermicularis","","","","","","","","Species"
"32","ASV_30","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"33","ASV_45","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"34","ASV_144","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"35","ASV_215","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"36","ASV_273","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"37","ASV_285","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"38","ASV_296","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"39","ASV_376","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"40","ASV_476","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"41","ASV_750","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"42","ASV_762","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"43","ASV_816","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"44","ASV_864","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"45","ASV_887","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"46","ASV_915","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"47","ASV_934","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"48","ASV_1045","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"49","ASV_1052","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"50","ASV_1065","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"51","ASV_1099","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"52","ASV_1109","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"53","ASV_1110","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"54","ASV_1162","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"55","ASV_1383","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"56","ASV_1386","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"57","ASV_1389","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"58","ASV_1392","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"59","ASV_1395","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"60","ASV_1405","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"61","ASV_1487","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"62","ASV_1503","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"63","ASV_1729","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"64","ASV_193","Arachnida","d__Eukaryota","p__Arthropoda","c__Arachnida","","","","","","","","","","","","Class"
"65","ASV_265","Arachnida","d__Eukaryota","p__Arthropoda","c__Arachnida","","","","","","","","","","","","Class"
"66","ASV_269","Arachnida","d__Eukaryota","p__Arthropoda","c__Arachnida","","","","","","","","","","","","Class"
"67","ASV_1108","Arachnida","d__Eukaryota","p__Arthropoda","c__Arachnida","","","","","","","","","","","","Class"
"68","ASV_1510","Sarcoptiformes","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Sarcoptiformes","","","","","","","","","","","Order"
"69","ASV_1666","Sarcoptiformes","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Sarcoptiformes","","","","","","","","","","","Order"
"70","ASV_434","Sarcoptiformes","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Sarcoptiformes","","","","","","","","","","","Order"
"71","ASV_1133","Sarcoptiformes","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Sarcoptiformes","","","","","","","","","","","Order"
"72","ASV_1482","Sarcoptiformes","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Sarcoptiformes","","","","","","","","","","","Order"
"73","ASV_1363","Sarcoptiformes","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Sarcoptiformes","","","","","","","","","","","Order"
"74","ASV_886","Trombidiformes","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Trombidiformes","","","","","","","","","","","Order"
"75","ASV_90","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"76","ASV_103","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"77","ASV_104","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"78","ASV_105","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"79","ASV_107","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"80","ASV_111","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"81","ASV_129","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"82","ASV_160","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"83","ASV_178","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"84","ASV_229","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"85","ASV_234","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"86","ASV_263","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"87","ASV_295","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"88","ASV_316","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"89","ASV_323","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"90","ASV_341","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"91","ASV_358","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"92","ASV_366","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"93","ASV_373","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"94","ASV_387","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"95","ASV_389","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"96","ASV_429","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"97","ASV_548","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"98","ASV_557","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"99","ASV_594","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"100","ASV_597","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"101","ASV_638","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"102","ASV_656","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"103","ASV_723","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"104","ASV_732","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"105","ASV_759","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"106","ASV_760","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"107","ASV_770","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"108","ASV_847","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"109","ASV_863","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"110","ASV_871","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"111","ASV_913","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"112","ASV_914","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"113","ASV_969","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"114","ASV_971","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"115","ASV_978","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"116","ASV_1011","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"117","ASV_1106","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"118","ASV_1243","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"119","ASV_1244","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"120","ASV_1388","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"121","ASV_1391","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"122","ASV_119","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"123","ASV_192","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"124","ASV_534","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"125","ASV_709","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"126","ASV_714","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"127","ASV_752","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"128","ASV_942","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"129","ASV_1314","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"130","ASV_267","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"131","ASV_439","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"132","ASV_1417","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"133","ASV_1443","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"134","ASV_1164","Cytaea cf. sinuata JXZ-2013","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Salticidae","g__Cytaea","s__Cytaea cf. sinuata JXZ-2013","","","","","","","","Species"
"135","ASV_47","Sparassidae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Sparassidae","","","","","","","","","","Family"
"136","ASV_65","Sparassidae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Sparassidae","","","","","","","","","","Family"
"137","ASV_118","Sparassidae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Sparassidae","","","","","","","","","","Family"
"138","ASV_154","Sparassidae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Sparassidae","","","","","","","","","","Family"
"139","ASV_1017","Sparassidae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Sparassidae","","","","","","","","","","Family"
"140","ASV_1511","Sparassidae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Sparassidae","","","","","","","","","","Family"
"141","ASV_1390","Olios sp. 1GAB","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Sparassidae","g__Olios","s__Olios sp. 1GAB_PAK","","","","","","","","Species"
"142","ASV_1135","Oxyopes sertatus","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Oxyopidae","g__Oxyopes","s__Oxyopes sertatus","","","","","","","","Species"
"143","ASV_362","Araneae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","","","","","","","","","","","Order"
"144","ASV_291","Opopaea sp. CASENT9024170","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Oonopidae","g__Opopaea","s__Opopaea sp. CASENT9024170","","","","","","","","Species"
"145","ASV_1132","Opopaea sp. CASENT9024170","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Oonopidae","g__Opopaea","s__Opopaea sp. CASENT9024170","","","","","","","","Species"
"146","ASV_270","Carapoia sp. DNA100446402","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Pholcidae","g__Carapoia","s__Carapoia sp. DNA100446402","","","","","","","","Species"
"147","ASV_381","Smeringopus pallidus","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Araneae","f__Pholcidae","g__Smeringopus","s__Smeringopus pallidus","","","","","","","","Species"
"148","ASV_936","Buthus mariefranceae","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Scorpiones","f__Buthidae","g__Buthus","s__Buthus mariefranceae","","","","","","","","Species"
"149","ASV_926","Centruroides sculpturatus","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Scorpiones","f__Buthidae","g__Centruroides","s__Centruroides sculpturatus","","","","","","","","Species"
"150","ASV_1156","Arthropoda environmental sample","d__Eukaryota","p__Arthropoda","","","","","s__Arthropoda environmental sample","","","","","","","","Species"
"151","ASV_12","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"152","ASV_74","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"153","ASV_157","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"154","ASV_176","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"155","ASV_207","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"156","ASV_228","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"157","ASV_275","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"158","ASV_955","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"159","ASV_1658","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"160","ASV_77","Chilopoda","d__Eukaryota","p__Arthropoda","c__Chilopoda","","","","","","","","","","","","Class"
"161","ASV_121","Chilopoda","d__Eukaryota","p__Arthropoda","c__Chilopoda","","","","","","","","","","","","Class"
"162","ASV_135","Chilopoda","d__Eukaryota","p__Arthropoda","c__Chilopoda","","","","","","","","","","","","Class"
"163","ASV_136","Chilopoda","d__Eukaryota","p__Arthropoda","c__Chilopoda","","","","","","","","","","","","Class"
"164","ASV_143","Chilopoda","d__Eukaryota","p__Arthropoda","c__Chilopoda","","","","","","","","","","","","Class"
"165","ASV_250","Chilopoda","d__Eukaryota","p__Arthropoda","c__Chilopoda","","","","","","","","","","","","Class"
"166","ASV_555","Chilopoda","d__Eukaryota","p__Arthropoda","c__Chilopoda","","","","","","","","","","","","Class"
"167","ASV_1617","Chilopoda","d__Eukaryota","p__Arthropoda","c__Chilopoda","","","","","","","","","","","","Class"
"168","ASV_35","Geophilomorpha","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","","","","","","","","","","","Order"
"169","ASV_133","Stigmatogaster souletina","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Himantariidae","g__Stigmatogaster","s__Stigmatogaster souletina","","","","","","","","Species"
"170","ASV_538","Stigmatogaster souletina","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Himantariidae","g__Stigmatogaster","s__Stigmatogaster souletina","","","","","","","","Species"
"171","ASV_17","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"172","ASV_70","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"173","ASV_73","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"174","ASV_79","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"175","ASV_82","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"176","ASV_89","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"177","ASV_101","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"178","ASV_112","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"179","ASV_128","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"180","ASV_146","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"181","ASV_152","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"182","ASV_158","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"183","ASV_159","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"184","ASV_169","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"185","ASV_172","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"186","ASV_177","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"187","ASV_184","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"188","ASV_187","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"189","ASV_194","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"190","ASV_203","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"191","ASV_209","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"192","ASV_221","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"193","ASV_222","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"194","ASV_226","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"195","ASV_248","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"196","ASV_254","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"197","ASV_261","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"198","ASV_262","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
