"","Order","Family","Genus","Species","Length_mm","Mass_mg","Source","Class","Species_Name","Phylum.x","Class.x","Order.x","Family.x","Genus.x","specific_epithet.x","Phylum.y","Class.y","Order.y","Family.y","Genus.y","specific_epithet.y"
"1984","Dictyoptera","Blattidae",NA,NA,2.53,0.72,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","Dictyoptera","Blattidae",NA,NA,5.78,11.44,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986","Dictyoptera","Blattidae",NA,NA,5.62,8.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987","Dictyoptera","Blattidae",NA,NA,3.27,1.97,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","Dictyoptera","Blattidae",NA,NA,5.73,9.07,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","Dictyoptera","Blattidae",NA,NA,4.7,4.08,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","Dictyoptera","Blattidae",NA,NA,2.63,0.75,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","Dictyoptera","Blattidae",NA,NA,2.71,0.96,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","Dictyoptera","Blattidae",NA,NA,9.86,49.21,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","Dictyoptera","Blattidae",NA,NA,5.21,5.15,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","Dictyoptera","Blattidae",NA,NA,4.45,3.51,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","Dictyoptera","Blattidae",NA,NA,5.61,6.2,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","Dictyoptera","Blattidae",NA,NA,6.23,8.61,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997","Dictyoptera","Blattidae",NA,NA,7.11,16.87,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998","Dictyoptera","Blattidae",NA,NA,2.68,0.75,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","Dictyoptera","Blattidae",NA,NA,2.65,0.96,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","Dictyoptera","Blattidae",NA,NA,2.94,1.07,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","Dictyoptera","Blattidae",NA,NA,4.65,3.65,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002","Dictyoptera","Blattidae",NA,NA,3.56,2.04,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003","Dictyoptera","Blattidae",NA,NA,11.21,46.31,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","Dictyoptera","Blattidae",NA,NA,10.62,33.9,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005","Dictyoptera","Blattidae",NA,NA,8.43,14.41,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","Dictyoptera","Blattidae",NA,NA,6.76,9.62,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007","Dictyoptera","Blattidae",NA,NA,33.69,929.5,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","Dictyoptera","Blattidae",NA,NA,6.24,7.54,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009","Dictyoptera","Blattidae",NA,NA,3.2,1.01,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","Dictyoptera","Blattidae",NA,NA,29.54,894.93,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","Dictyoptera","Blattidae",NA,NA,5.9,9.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","Diptera","Calliphoridae",NA,NA,14.34,113.08,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Diptera","Ceratopogonidae",NA,NA,1.88,0.33,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","Diptera","Ceratopogonidae",NA,NA,1.92,0.07,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015","Diptera","Chloropidae",NA,NA,3.29,1.76,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","Diptera","Culicidae",NA,NA,3.54,1.92,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017","Diptera","Culicidae",NA,NA,1.82,0.42,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","Diptera","Culicidae",NA,NA,5.24,6.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019","Diptera","Culicidae",NA,NA,4.83,4.92,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","Diptera","Culicidae",NA,NA,4.74,3.11,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021","Diptera","Culicidae",NA,NA,4.88,3.61,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Diptera","Culicidae",NA,NA,5.72,6.01,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","Diptera","Culicidae",NA,NA,4.12,1.82,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024","Diptera","Culicidae",NA,NA,5.93,4.43,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025","Diptera","Culicidae",NA,NA,6.41,4.93,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026","Diptera","Culicidae",NA,NA,2.84,0.66,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027","Diptera","Culicidae",NA,NA,2.9,0.54,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2028","Diptera","Culicidae",NA,NA,5.7,4.7,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029","Diptera","Culicidae",NA,NA,1.81,0.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030","Diptera","Culicidae",NA,NA,5.87,3.79,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2031","Diptera","Culicidae",NA,NA,5.77,3.46,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032","Diptera","Culicidae",NA,NA,5.69,4.42,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2033","Diptera","Culicidae",NA,NA,4.09,0.56,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034","Diptera","Culicidae",NA,NA,6.26,4.6,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2035","Diptera","Culicidae",NA,NA,3.69,0.95,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036","Diptera","Culicidae",NA,NA,4.38,1.97,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037","Diptera","Culicidae",NA,NA,5.51,2.12,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2038","Diptera","Culicidae",NA,NA,2.75,0.71,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2039","Diptera","Culicidae",NA,NA,5.98,4.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2040","Diptera","Culicidae",NA,NA,6.21,4.15,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2041","Diptera","Culicidae",NA,NA,5.26,2.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2042","Diptera","Culicidae",NA,NA,6.02,3.37,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043","Diptera","Culicidae",NA,NA,6.02,3.77,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2044","Diptera","Culicidae",NA,NA,3.54,0.9,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2045","Diptera","Culicidae",NA,NA,6.32,4.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2046","Diptera","Culicidae",NA,NA,5.53,2.12,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2047","Diptera","Culicidae",NA,NA,4.26,1.07,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2048","Diptera","Dolichopodidae",NA,NA,2.21,0.37,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2049","Diptera","Dolichopodidae",NA,NA,5.37,2.17,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2050","Diptera","Phoridae",NA,NA,2.57,1.06,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2051","Diptera","Platystomatidae",NA,NA,3.55,1.98,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2052","Diptera","Platystomatidae",NA,NA,3.4,1.87,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2053","Diptera","Platystomatidae",NA,NA,3.5,2.16,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2054","Diptera","Platystomatidae",NA,NA,3.99,2.61,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2055","Diptera","Platystomatidae",NA,NA,3.71,0.95,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2056","Diptera","Sciaridae",NA,NA,2.45,0.21,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2057","Diptera","Sciaridae",NA,NA,4.64,2.62,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2058","Diptera","Sciaridae",NA,NA,6.29,3.41,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2059","Diptera","Stratiomyidae",NA,NA,3.87,3.81,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2060","Diptera","Stratiomyidae",NA,NA,8.86,35.91,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2061","Diptera","Stratiomyidae",NA,NA,15,36.57,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2062","Geophilomorpha","Ballophilidae",NA,NA,9.35,0.29,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2063","Geophilomorpha","Mecistocephalidae",NA,NA,12.14,5.76,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2064","Geophilomorpha","Mecistocephalidae",NA,NA,11.47,1.54,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065","Geophilomorpha","Mecistocephalidae",NA,NA,13.04,2.51,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2066","Geophilomorpha","Mecistocephalidae",NA,NA,17.64,4.77,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2067","Geophilomorpha","Mecistocephalidae",NA,NA,33.54,21.03,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068","Geophilomorpha","Mecistocephalidae",NA,NA,7.47,0.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2069","Geophilomorpha","Mecistocephalidae",NA,NA,17.34,4.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070","Geophilomorpha","Mecistocephalidae",NA,NA,19.65,5.05,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2071","Geophilomorpha","Mecistocephalidae",NA,NA,17.66,2.78,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072","Geophilomorpha","Mecistocephalidae",NA,NA,9.88,0.76,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2073","Geophilomorpha","Mecistocephalidae",NA,NA,9.94,0.69,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074","Geophilomorpha","Mecistocephalidae",NA,NA,10.52,0.68,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2075","Hymenoptera","Eulophidae",NA,NA,2.88,1.61,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2076","Hymenoptera","Evaniidae",NA,NA,5.44,8.54,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2077","Hymenoptera","Formicidae",NA,NA,0.62,0.04,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2078","Hymenoptera","Formicidae",NA,NA,5.18,5.64,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2079","Hymenoptera","Formicidae",NA,NA,7.36,22.05,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2080","Hymenoptera","Formicidae",NA,NA,4.27,6.32,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081","Hymenoptera","Formicidae",NA,NA,7.06,25.49,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2082","Hymenoptera","Formicidae",NA,NA,4.06,4.81,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2083","Hymenoptera","Formicidae",NA,NA,6.98,22.07,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2084","Hymenoptera","Formicidae",NA,NA,5.59,6.73,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085","Hymenoptera","Formicidae",NA,NA,3.04,1.32,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2086","Hymenoptera","Formicidae",NA,NA,7.52,18.48,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2087","Hymenoptera","Formicidae",NA,NA,7.16,18.57,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2088","Hymenoptera","Formicidae",NA,NA,3.07,1.72,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2089","Hymenoptera","Formicidae",NA,NA,4.48,5.81,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2090","Hymenoptera","Formicidae",NA,NA,3.69,3.61,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2091","Hymenoptera","Formicidae",NA,NA,4.81,7.27,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092","Hymenoptera","Formicidae",NA,NA,7.58,20.5,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2093","Hymenoptera","Formicidae",NA,NA,20.61,366.97,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2094","Hymenoptera","Formicidae",NA,NA,8.18,21.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2095","Hymenoptera","Formicidae",NA,NA,20.96,406.68,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2096","Hymenoptera","Formicidae",NA,NA,5.21,5.9,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2097","Hymenoptera","Formicidae",NA,NA,8.47,21.22,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2098","Hymenoptera","Formicidae",NA,NA,5.45,7.59,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099","Hymenoptera","Formicidae",NA,NA,2.62,1.04,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100","Hymenoptera","Formicidae",NA,NA,5.67,7.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101","Hymenoptera","Formicidae",NA,NA,5.15,6.6,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102","Hymenoptera","Formicidae",NA,NA,3.77,2.14,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103","Hymenoptera","Formicidae",NA,NA,4.6,5.47,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104","Hymenoptera","Formicidae",NA,NA,4.9,7.16,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105","Hymenoptera","Formicidae",NA,NA,2.11,0.31,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106","Hymenoptera","Formicidae",NA,NA,4.77,6.39,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107","Hymenoptera","Formicidae",NA,NA,5,3.46,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2108","Hymenoptera","Formicidae",NA,NA,6.19,8.87,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109","Hymenoptera","Formicidae",NA,NA,4.45,2.47,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2110","Hymenoptera","Formicidae",NA,NA,8.41,16.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111","Hymenoptera","Formicidae",NA,NA,4.89,4.7,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112","Hymenoptera","Formicidae",NA,NA,3.83,1.87,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113","Hymenoptera","Formicidae",NA,NA,3.8,1.47,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114","Hymenoptera","Formicidae",NA,NA,5.36,6.81,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115","Hymenoptera","Formicidae",NA,NA,3.3,1.12,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116","Hymenoptera","Formicidae",NA,NA,10.07,13.29,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2117","Hymenoptera","Formicidae",NA,NA,3.54,1.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2118","Hymenoptera","Formicidae",NA,NA,16.69,148.28,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2119","Hymenoptera","Formicidae",NA,NA,2.61,0.84,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2120","Hymenoptera","Formicidae",NA,NA,3.28,1.13,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2121","Hymenoptera","Formicidae",NA,NA,4.82,4.38,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2122","Hymenoptera","Formicidae",NA,NA,2.97,0.61,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2123","Hymenoptera","Formicidae",NA,NA,1.32,0.07,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124","Hymenoptera","Formicidae",NA,NA,4.64,3.12,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2125","Hymenoptera","Formicidae",NA,NA,5.71,7.55,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2126","Hymenoptera","Formicidae",NA,NA,4.97,3.58,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2127","Hymenoptera","Formicidae",NA,NA,4.19,2.52,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2128","Hymenoptera","Formicidae",NA,NA,2.07,0.53,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2129","Hymenoptera","Formicidae",NA,NA,5.77,6.64,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2130","Hymenoptera","Formicidae",NA,NA,5.07,4.24,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2131","Hymenoptera","Formicidae",NA,NA,3.39,1.41,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2132","Hymenoptera","Formicidae",NA,NA,3.25,1.12,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133","Hymenoptera","Formicidae",NA,NA,3.55,1.46,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2134","Hymenoptera","Formicidae",NA,NA,5.79,5.43,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135","Hymenoptera","Formicidae",NA,NA,2.92,1.04,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2136","Hymenoptera","Formicidae",NA,NA,3.09,0.65,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2137","Hymenoptera","Formicidae",NA,NA,17.73,223.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138","Hymenoptera","Formicidae",NA,NA,4.57,2.97,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2139","Hymenoptera","Formicidae",NA,NA,4.63,3.09,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2140","Hymenoptera","Formicidae",NA,NA,4.72,2.49,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2141","Hymenoptera","Formicidae",NA,NA,10.59,30.09,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2142","Hymenoptera","Formicidae",NA,NA,4.58,2.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143","Hymenoptera","Formicidae",NA,NA,15.59,102.93,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
