"","Order","Family","Genus","Species","Length_mm","Mass_mg","Source","Class","Species_Name","Phylum.x","Class.x","Order.x","Family.x","Genus.x","specific_epithet.x","Phylum.y","Class.y","Order.y","Family.y","Genus.y","specific_epithet.y"
"145","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.81,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.4,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.12,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.08,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.78,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.1,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.8,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.8,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.4,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.7,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.5,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.2,40,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.5,40.88,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.9,42.4,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10,42.6,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.6,43.9,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10,46.39,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11,48.49,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.6,49.02,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.7,49.03,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12,49.23,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.5,49.37,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.2,49.87,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.8,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.2,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.5,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.6,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.3,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.8,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.15,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.39,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.65,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.4,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.7,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.2,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.69,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.57,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.16,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.07,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.71,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.96,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.27,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.3,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.39,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.4,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.8,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.4,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.2,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.6,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.1,50,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10,51.18,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.7,52.6,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.2,58.37,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11,58.85,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.1,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.9,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.9,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.7,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.8,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.6,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.51,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.98,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.06,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.53,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.66,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.54,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.21,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.64,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.46,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.04,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.77,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.72,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.09,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.08,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.83,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.66,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",6,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.3,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.2,60,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.8,62.5,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11,66.07,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.2,68.6,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.9,68.76,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.7,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.6,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.9,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.4,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.8,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.75,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.5,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.26,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.61,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",13.8,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.22,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.08,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.39,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.76,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.13,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.85,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.67,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.89,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.56,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.77,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.3,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.6,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.6,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.2,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.9,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.3,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.2,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10.1,70,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.3,73.95,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.8,74.09,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.2,77,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.8,78.01,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.5,79.44,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.4,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.5,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",13.1,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.72,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.25,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",13.02,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",13.33,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14.08,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.99,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",13.62,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.73,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",11.57,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.22,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",13.95,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.5,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",13.78,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.31,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",13.6,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",12.25,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",9.89,80,"Ana_UG","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
