Order,Suborder,Family,Live body mass (mg),Body length (mm),Body width (mm),Geographic Region,Groups for Table S1,Analysis
hymenoptera,apocrita,apidae,35.69,9.64,3.31,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,90.14,13.42,4.54,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,19.4,7.55,2.54,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,18.93,7.98,2.67,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,16.6,7.01,2.32,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,9.41,5.9,1.95,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,18.08,8.15,2.68,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,14.46,6.7,2.19,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,34.08,9.43,3.08,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,6.53,5.54,1.8,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,46.62,10.33,3.35,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,15.49,7.47,2.41,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,34.78,10.08,3.24,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,14.46,6.91,2.18,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,12.36,6.9,2.18,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,20.89,8.98,2.83,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,55.18,12.8,4.01,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,30.42,9.29,2.89,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,4.33,4.75,1.47,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,15.55,8.09,2.51,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,16.89,8.03,2.47,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,15.65,7.14,2.19,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,13.37,7.17,2.19,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,27.84,10.08,3.07,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,18,8.02,2.44,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,15.24,7.88,2.38,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,19.64,8.21,2.46,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,10.85,6.78,2.01,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,16.11,8.37,2.43,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,139.31,18.39,5.3,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,4.7,5.55,1.6,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,15.09,7.68,2.18,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,16.88,8.15,2.31,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,19.59,8.74,2.45,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,14.86,7.79,2.19,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,5.67,5.86,1.58,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,2.02,4.61,1.22,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,18.25,9.73,2.54,temperate,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,5.96,6.48,1.63,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,117.53,18.41,4.56,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,4.29,6.16,1.4,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,303.19,28.07,6.16,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,apidae,50.74,15.88,2.97,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,bethylidae,0.9,3.17,0.93,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,bethylidae,0.59,2.83,0.65,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,bethylidae,1.59,4.02,0.89,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,bethylidae,2.43,5.82,1.17,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,bethylidae,2.22,5.07,0.97,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,bethylidae,1.65,5.19,0.91,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.81,2.16,0.78,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,3.29,4.37,1.54,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,5.83,5,1.74,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.4,1.92,0.65,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.89,2.33,0.78,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,8.17,5.61,1.83,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,7.03,6.11,1.97,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,4.23,4.36,1.37,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.4,2.29,0.71,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,4.18,4.33,1.35,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,5.84,5.41,1.66,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,1.95,3.59,1.1,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.91,2.66,0.81,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,7.16,5.51,1.67,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.78,2.76,0.84,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.46,2.11,0.64,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.42,2.14,0.64,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,7.49,5.95,1.79,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,4.33,4.68,1.4,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.76,2.73,0.8,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,1.13,2.97,0.87,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,2.37,3.24,0.94,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,5.89,4.83,1.39,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.92,3.1,0.86,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.21,1.76,0.48,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,1.84,4.6,1.24,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.9,2.72,0.73,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,3.41,5.25,1.4,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,2.33,4.1,1.09,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,1,3.5,0.93,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.57,2.47,0.65,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.43,2.76,0.69,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,9.08,6.1,1.51,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,1.48,3.6,0.88,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,7.13,5.72,1.4,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.45,2.39,0.59,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.45,2.4,0.57,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.52,2.4,0.57,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.07,2.27,0.53,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.93,2.92,0.68,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,0.9,3.22,0.74,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,2.54,4.29,0.96,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,1.14,3.71,0.81,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,5.57,7.06,1.51,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,9.56,7.47,1.55,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,1.37,3.83,0.78,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,1.74,4.51,0.91,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,1.13,4.06,0.74,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,1.44,4.87,0.84,temperate,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,2.84,5.87,0.99,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,braconidae,2.21,5.26,0.75,tropical,Hymenoptera 5,Main Analysis and Supporting Information
hymenoptera,apocrita,ceraphronidae,0.18,1.38,0.37,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,1.12,2.84,1.13,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,4.59,3.99,1.43,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,5.83,4.43,1.57,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,4.35,4.26,1.5,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,3.01,3.79,1.33,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,0.98,2.83,0.98,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,0.88,2.63,0.89,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,3.43,4.44,1.5,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,1.94,3.11,1.04,temperate,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,1.67,3.46,1.12,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,7.73,5.26,1.69,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,6.33,4.8,1.53,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,4.66,4.87,1.52,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,0.88,2.61,0.79,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,8.27,5.8,1.72,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,1.31,3.05,0.88,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,2.33,3.82,1.07,temperate,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,0.83,3.04,0.85,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,chalcididae,2.93,4.18,1.16,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,NA,colletidae,3.02,4.65,1.2,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,NA,colletidae,3.9,5.69,1.4,tropical,Hymenoptera 2,Main Analysis and Supporting Information
hymenoptera,apocrita,diapriidae,0.2,1.94,0.49,temperate,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,diapriidae,0.06,1.72,0.38,temperate,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,dryinidae,0.4,2.43,0.68,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,embolemidae,0.6,2.29,0.65,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,eulophidae,1.61,2.88,0.7,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,eulophidae,1.03,3.42,0.75,temperate,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,eupelmidae,0.61,2.44,0.83,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,eupelmidae,0.75,2.78,0.71,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,eupelmidae,0.37,2.34,0.55,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,eurytomidae,1.59,3.44,1.2,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,eurytomidae,1.15,3.08,0.96,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,eurytomidae,2.3,3.91,1.12,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,evaniidae,8.54,5.44,1.77,tropical,Hymenoptera 3,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.04,0.62,0.4,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,5.64,5.18,2.31,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,22.05,7.36,3.27,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.58,3,1.31,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,6.32,4.27,1.84,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,25.49,7.06,3.01,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.81,4.06,1.67,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,22.07,6.98,2.87,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,6.73,5.59,2.27,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.32,3.04,1.22,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,18.48,7.52,3.02,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.42,3.42,1.37,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.57,4.79,1.9,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,18.57,7.16,2.84,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.72,3.07,1.21,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.67,3.65,1.44,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,5.81,4.48,1.76,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.61,3.69,1.44,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,7.27,4.81,1.87,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,20.5,7.58,2.92,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,366.97,20.61,7.9,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.42,3.7,1.41,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,21.3,8.18,3.07,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.96,4.9,1.84,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,406.68,20.96,7.85,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,5.9,5.21,1.92,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.81,3.88,1.43,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,21.22,8.47,3.11,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.44,4.18,1.53,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.54,5.16,1.88,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,7.59,5.45,1.98,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.45,4.23,1.53,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.04,2.62,0.94,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.78,4.81,1.72,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,7.36,5.67,2.03,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,6.6,5.15,1.84,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.37,4.46,1.59,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.14,3.77,1.34,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.08,3.86,1.36,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,5.47,4.6,1.62,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,7.16,4.9,1.71,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.57,4.31,1.5,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.31,2.11,0.73,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,6.39,4.77,1.66,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.58,2.3,0.8,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.46,5,1.73,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,8.87,6.19,2.14,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.47,4.45,1.53,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,16.18,8.41,2.87,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.7,4.89,1.66,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.92,4.26,1.44,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.73,4.09,1.38,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.87,3.83,1.29,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.47,3.8,1.28,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,6.81,5.36,1.8,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.19,4.3,1.44,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.45,4.45,1.49,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.89,4.72,1.58,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.12,3.3,1.1,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.08,4.35,1.45,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,13.29,10.07,3.36,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.95,4.07,1.35,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.23,3.54,1.17,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,148.28,16.69,5.51,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.84,2.61,0.85,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.13,3.28,1.07,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.31,4.68,1.53,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.19,4.5,1.47,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.38,4.82,1.57,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.39,4.31,1.4,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.61,2.97,0.96,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.07,1.32,0.43,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.12,4.64,1.49,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.33,3.27,1.05,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,7.55,5.71,1.83,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.62,4.47,1.43,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.08,4.94,1.58,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.58,4.97,1.59,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.52,4.19,1.34,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.74,4.55,1.45,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.87,4.65,1.48,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.78,4.78,1.52,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.78,3.34,1.06,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.11,4.57,1.45,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.26,4.62,1.46,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.53,2.07,0.65,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.38,4.57,1.44,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,6.64,5.77,1.82,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.24,5.07,1.59,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.41,3.39,1.06,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.12,3.25,1.01,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.46,3.55,1.1,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,5.43,5.79,1.8,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.04,2.92,0.9,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.65,3.09,0.95,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.16,4.97,1.53,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,223.23,17.73,5.45,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.38,3.68,1.13,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.97,4.57,1.4,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.09,4.63,1.41,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.49,4.72,1.43,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.53,5.38,1.63,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,30.09,10.59,3.21,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.25,4.58,1.39,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.67,4.63,1.4,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,102.93,15.59,4.71,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.12,4.61,1.39,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.74,4.39,1.32,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.18,4.85,1.46,temperate,Hymenoptera 1,Main Analysis and Supporting Information
