Order,Suborder,Family,Live body mass (mg),Body length (mm),Body width (mm),Geographic Region,Groups for Table S1,Analysis
hemiptera,heteroptera,alydidae,24.57,14.24,2.06,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,22.51,13.99,2,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,22.1,14.93,2.11,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,19,13.56,1.91,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,22.47,14.18,1.99,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,28.06,14.4,1.97,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,21.97,14.54,1.97,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,21.5,14.94,1.91,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,17.76,13.33,1.54,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,21.66,14.3,1.63,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,7.61,11.29,1.24,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,heteroptera,alydidae,4.01,9.1,0.84,tropical,Hemiptera (Heteroptera),Main Analysis and Supporting Information
hemiptera,sternorrhyncha,aphididae,2.13,2.59,1.49,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,sternorrhyncha,aphididae,3.37,3.33,1.51,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,sternorrhyncha,aphididae,2.01,3.04,1.37,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,sternorrhyncha,aphididae,4.34,3.03,1.27,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,sternorrhyncha,aphididae,1.39,2.59,1.07,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,10.88,5.56,2.42,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,11.16,5.95,2.56,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,12.83,5.77,2.44,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,8.72,5.36,2.24,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,12.24,6.15,2.56,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,15.02,6.69,2.77,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,12.27,5.75,2.38,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,9.82,5.26,2.15,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,12.2,6.22,2.51,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,8.42,5.22,2.11,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,10.97,5.86,2.37,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,13.16,6.05,2.43,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,7.78,5.15,2.06,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,11.72,5.55,2.21,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,12.49,6.34,2.52,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,14.35,6.18,2.46,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,13.25,5.81,2.31,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,11.31,6.17,2.45,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,8.98,5.23,2.07,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,10.89,5.86,2.32,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,10.16,5.86,2.3,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,8.65,5.15,2.02,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,11.71,5.89,2.26,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,9.39,5.64,2.17,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,33.29,8.91,3.39,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,8.81,5.55,2.1,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,11.15,6.13,2.29,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,7.78,5.34,1.98,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,10.44,6.16,2.26,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,10.81,6.18,2.24,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,8.71,5.46,1.95,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,33.51,9.34,3.31,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,5.06,4.38,1.49,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,6.13,6.06,1.87,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,95.91,18.38,5.27,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,81.81,17.59,4.95,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,69.84,17.59,4.95,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,71.87,17.57,4.72,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,152.5,20.85,5.55,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,aphrophoridae,87.52,18.51,4.68,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cercopidae,20.42,7.88,2.76,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cercopidae,28.79,8.88,2.84,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cercopidae,12.77,6.53,2.05,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,4.86,4.87,2.5,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,19.9,6.58,3.27,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,6,4.63,2.27,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,38.16,6.45,3.14,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,1.65,2.72,1.26,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,3,3.45,1.56,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,1.66,2.91,1.31,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,3.25,3.73,1.57,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,2.01,3.23,1.33,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,3.68,3.91,1.57,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,3.67,3.67,1.45,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,3.35,3.72,1.47,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,3.68,3.93,1.54,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,29.87,8.43,3.26,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,1.73,3.14,1.21,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,0.42,1.56,0.6,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,5.12,4.49,1.73,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,2.23,3.38,1.29,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,4.1,4.34,1.64,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,10.79,6,2.26,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,0.42,1.67,0.62,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,4.92,4.44,1.64,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,12.83,6.94,2.56,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,3.52,3.92,1.44,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,2.4,3.69,1.33,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,1.48,3.16,1.13,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,16.22,7.71,2.76,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,1.59,2.84,1.01,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,2.31,3.58,1.26,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,3.86,4.27,1.5,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,2.26,3.72,1.3,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,14.91,6.8,2.38,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,1.61,3.26,1.14,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,16.93,7.29,2.54,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,2.13,3.45,1.19,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,4.24,4.38,1.51,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,2.43,3.72,1.28,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,2.15,3.9,1.34,tropical,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,1.45,3.23,1.11,temperate,Hemiptera (other),Main Analysis and Supporting Information
hemiptera,cicadomorpha,cicadellidae,1.76,3.32,1.13,temperate,Hemiptera (other),Main Analysis and Supporting Information
